Dates,Summary,Precip Type,Temperature,Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars),Daily Summary
2018-10-29,Partly Cloudy,rain,3.9,0.92,5.9,183,5.9,1014.89,Foggy in the morning.
2018-10-30,Foggy,rain,2.7,0.96,8.0,167,0.5,1014.29,Foggy in the morning.
2018-10-31,Foggy,rain,3.8,1,5.3,169,2.7,1014.35,Foggy in the morning.
2018-11-01,Clear,rain,6.9,0.93,9.1,135,5.7,1014,Foggy in the morning.
2018-11-02,Mostly Cloudy,rain,8.9,0.88,15.7,132,11.2,1013.53,Foggy in the morning.
2018-11-03,Mostly Cloudy,rain,11.2,0.79,20.7,141,10.0,1013.05,Foggy in the morning.
2018-11-04,Mostly Cloudy,rain,12.9,0.7,20.2,151,11.0,1012.74,Foggy in the morning.
2018-11-05,Mostly Cloudy,rain,14.0,0.63,24.0,160,11.2,1011.92,Foggy in the morning.
2018-11-06,Mostly Cloudy,rain,15.0,0.51,24.0,170,11.2,1010.87,Foggy in the morning.
2018-11-07,Overcast,rain,14.0,0.57,22.7,150,11.4,1009.99,Foggy in the morning.
2018-11-08,Mostly Cloudy,rain,15.0,0.51,26.8,160,11.2,1008.85,Foggy in the morning.
2018-11-09,Mostly Cloudy,rain,15.0,0.54,20.9,160,10.0,1007.74,Foggy in the morning.
2018-11-10,Overcast,rain,,0.5,17.2,151,10.4,1007.07,Foggy in the morning.
2018-11-11,Overcast,rain,14.9,0.51,14.1,159,11.2,1006.26,Foggy in the morning.
2018-11-12,Overcast,rain,13.8,0.59,11.1,140,11.2,1005.77,Foggy in the morning.
2018-11-13,Overcast,rain,12.9,0.64,11.7,130,10.0,1005.19,Foggy in the morning.
2018-11-14,Overcast,rain,13.8,0.59,14.2,149,11.2,1004.85,Foggy in the morning.
2018-11-15,Overcast,rain,12.8,0.69,6.3,235,15.8,1005.49,Foggy in the morning.
2018-11-16,Overcast,rain,12.7,0.74,18.1,229,14.9,1005.64,Foggy in the morning.
2018-11-17,Overcast,rain,11.7,0.8,11.3,211,15.7,1005.45,Overcast throughout the day.
2018-11-18,Overcast,rain,10.6,0.88,6.6,210,15.7,1005.65,Overcast throughout the day.
2018-11-19,Overcast,rain,5.7,0.91,8.7,303,9.9,1012.87,Overcast throughout the day.
2018-11-20,Overcast,rain,10.1,0.92,6.6,212,15.0,1006.34,Overcast throughout the day.
2018-11-21,Overcast,rain,10.0,0.93,2.6,168,12.0,1006.47,Overcast throughout the day.
2018-11-22,Overcast,rain,9.8,0.95,5.5,180,6.7,1007.16,Overcast throughout the day.
2018-11-23,Overcast,rain,8.7,0.99,4.7,226,10.9,1007.18,Overcast throughout the day.
2018-11-24,Overcast,rain,7.6,0.95,20.4,328,4.0,1007.86,Overcast throughout the day.
2018-11-25,Overcast,rain,7.2,0.93,13.8,322,3.7,1008.4,Overcast throughout the day.
2018-11-26,Overcast,rain,6.0,0.92,23.6,319,3.8,1008.86,Overcast throughout the day.
2018-11-27,Overcast,rain,6.1,0.85,22.1,329,11.1,1009.1,Overcast throughout the day.
2018-11-28,Overcast,rain,6.1,0.82,22.2,331,7.1,1010.06,Overcast throughout the day.
2018-11-29,Overcast,rain,6.1,0.86,17.8,342,7.9,1010.67,Overcast throughout the day.
2018-11-30,Overcast,rain,6.0,0.93,17.5,324,11.0,1011.06,Overcast throughout the day.
2018-12-01,Overcast,rain,6.9,0.93,22.5,7,9.9,1011.03,Overcast throughout the day.
2018-12-02,Overcast,rain,7.1,0.86,16.1,10,8.0,1011.14,Overcast throughout the day.
2018-12-03,Overcast,rain,6.0,0.93,20.5,1,11.1,1011.61,Overcast throughout the day.
2018-12-04,Overcast,rain,6.1,0.93,21.1,0,10.4,1011.86,Overcast throughout the day.
2018-12-05,Overcast,rain,5.0,0.93,20.7,11,8.2,1011.93,Overcast throughout the day.
2018-12-06,Overcast,rain,5.0,0.92,14.0,10,8.1,1012.4,Overcast throughout the day.
2018-12-07,Overcast,rain,5.0,0.93,14.9,6,7.4,1013.23,Overcast throughout the day.
2018-12-08,Overcast,rain,5.0,0.93,11.1,358,11.0,1013.8,Overcast throughout the day.
2018-12-09,Overcast,rain,5.0,0.93,14.1,339,8.1,1014.08,Overcast throughout the day.
2018-12-10,Overcast,rain,4.9,0.87,15.9,348,9.0,1013.96,Overcast throughout the day.
2018-12-11,Overcast,rain,4.5,0.92,14.0,301,9.9,1013.9,Mostly cloudy until evening.
2018-12-12,Overcast,rain,4.4,0.92,14.3,310,9.9,1014.39,Mostly cloudy until evening.
2018-12-13,Clear,rain,4.0,0.83,12.2,265,13.9,1016.82,Mostly cloudy until evening.
2018-12-14,Overcast,rain,4.9,0.86,13.8,320,9.9,1014.18,Mostly cloudy until evening.
2018-12-15,Overcast,rain,4.9,0.83,10.9,338,9.9,1014.27,Mostly cloudy until evening.
2018-12-16,Overcast,rain,4.4,0.89,13.4,322,9.0,1014.14,Mostly cloudy until evening.
2018-12-17,Overcast,rain,4.8,0.86,16.9,320,11.1,1014.11,Mostly cloudy until evening.
2018-12-18,Overcast,rain,4.8,0.83,15.3,330,10.0,1014.41,Mostly cloudy until evening.
2018-12-19,Mostly Cloudy,rain,4.9,0.84,18.2,337,10.0,1014.9,Mostly cloudy until evening.
2018-12-20,Mostly Cloudy,rain,7.2,0.65,17.4,0,10.0,1014.98,Mostly cloudy until evening.
2018-12-21,Partly Cloudy,rain,7.8,0.67,16.3,352,11.2,1014.97,Mostly cloudy until evening.
2018-12-22,Mostly Cloudy,rain,8.7,0.64,12.9,359,11.4,1015.52,Mostly cloudy until evening.
2018-12-23,Mostly Cloudy,rain,9.0,0.57,20.5,339,11.2,1015.64,Mostly cloudy until evening.
2018-12-24,Partly Cloudy,rain,10.0,0.5,23.2,340,11.2,1015.72,Mostly cloudy until evening.
2018-12-25,Mostly Cloudy,rain,10.1,0.55,19.3,339,11.4,1015.47,Mostly cloudy until evening.
2018-12-26,Partly Cloudy,rain,11.1,0.46,14.3,337,11.2,1015.24,Mostly cloudy until evening.
2018-12-27,Partly Cloudy,rain,10.1,0.42,12.6,337,11.2,1015.14,Mostly cloudy until evening.
2018-12-28,Partly Cloudy,rain,11.0,0.42,9.4,312,11.4,1015.13,Mostly cloudy until evening.
2018-12-29,Partly Cloudy,rain,10.1,0.49,7.7,335,11.2,1015.39,Mostly cloudy until evening.
2018-12-30,Partly Cloudy,rain,7.9,0.57,4.5,345,11.2,1015.7,Mostly cloudy until evening.
2018-12-31,Partly Cloudy,rain,7.3,0.63,2.6,350,11.0,1016.2,Mostly cloudy until evening.
2019-01-01,Partly Cloudy,rain,5.1,0.75,3.1,275,11.2,1016.83,Mostly cloudy until evening.
2019-01-02,Clear,rain,3.9,0.76,6.3,268,15.8,1017.12,Mostly cloudy until evening.
2019-01-03,Partly Cloudy,rain,4.1,0.77,6.3,267,15.0,1017.38,Mostly cloudy until evening.
2019-01-04,Partly Cloudy,rain,3.8,0.82,6.2,270,15.7,1017.32,Partly cloudy starting in the morning continuing until evening.
2019-01-05,Clear,rain,2.7,0.85,10.3,269,6.1,1017.42,Partly cloudy starting in the morning continuing until evening.
2019-01-06,Clear,rain,5.1,0.81,5.6,181,15.0,1018.24,Partly cloudy starting in the morning continuing until evening.
2019-01-07,Clear,rain,2.6,0.85,6.1,289,15.6,1017.33,Partly cloudy starting in the morning continuing until evening.
2019-01-08,Partly Cloudy,rain,1.6,0.92,5.9,351,14.7,1017.53,Partly cloudy starting in the morning continuing until evening.
2019-01-09,Partly Cloudy,rain,2.2,0.9,3.2,271,13.7,1017.7,Partly cloudy starting in the morning continuing until evening.
2019-01-10,Clear,rain,,0.92,1.6,165,6.1,1017.84,Partly cloudy starting in the morning continuing until evening.
2019-01-11,Clear,rain,1.0,0.92,4.6,341,4.6,1018.13,Partly cloudy starting in the morning continuing until evening.
2019-01-12,Clear,rain,5.6,0.82,0.2,236,5.9,1018.47,Partly cloudy starting in the morning continuing until evening.
2019-01-13,Clear,rain,9.8,0.66,14.5,110,10.0,1018.32,Partly cloudy starting in the morning continuing until evening.
2019-01-14,Clear,rain,11.1,0.54,1.7,30,10.0,1018.59,Partly cloudy starting in the morning continuing until evening.
2019-01-15,Partly Cloudy,rain,11.1,0.48,6.9,210,11.0,1018.68,Partly cloudy starting in the morning continuing until evening.
2019-01-16,Partly Cloudy,rain,12.2,0.43,7.1,246,11.2,1018.49,Partly cloudy starting in the morning continuing until evening.
2019-01-17,Partly Cloudy,rain,12.9,0.41,9.2,216,11.2,1018.38,Partly cloudy starting in the morning continuing until evening.
2019-01-18,Partly Cloudy,rain,12.9,0.38,9.6,199,10.4,1018.35,Partly cloudy starting in the morning continuing until evening.
2019-01-19,Partly Cloudy,rain,12.9,0.4,9.5,218,10.0,1017.58,Partly cloudy starting in the morning continuing until evening.
2019-01-20,Partly Cloudy,rain,13.9,0.46,10.4,224,10.0,1017.37,Partly cloudy starting in the morning continuing until evening.
2019-01-21,Partly Cloudy,rain,13.0,0.48,12.2,211,10.4,1017.37,Partly cloudy starting in the morning continuing until evening.
2019-01-22,Clear,rain,12.4,0.49,12.4,187,10.0,1017.24,Partly cloudy starting in the morning continuing until evening.
2019-01-23,Clear,rain,10.2,0.57,9.8,187,10.0,1017.45,Partly cloudy starting in the morning continuing until evening.
2019-01-24,Clear,rain,9.1,0.62,7.6,163,10.0,1017.83,Partly cloudy starting in the morning continuing until evening.
2019-01-25,Clear,rain,7.8,0.68,9.7,160,10.0,1018.17,Partly cloudy starting in the morning continuing until evening.
2019-01-26,Clear,rain,7.7,0.65,6.7,161,15.8,1018.28,Partly cloudy starting in the morning continuing until evening.
2019-01-27,Clear,rain,7.1,0.69,6.2,165,15.0,1018.37,Partly cloudy starting in the morning continuing until evening.
2019-01-28,Clear,rain,6.0,0.74,6.4,163,15.8,1018.39,Partly cloudy starting in the afternoon.
2019-01-29,Clear,rain,5.5,0.76,6.6,180,15.8,1018.49,Partly cloudy starting in the afternoon.
2019-01-30,Partly Cloudy,rain,8.2,0.72,13.4,161,15.0,1015.16,Partly cloudy starting in the afternoon.
2019-01-31,Clear,rain,3.8,0.82,6.6,169,15.8,1018.18,Partly cloudy starting in the afternoon.
2019-02-01,Clear,rain,2.2,0.91,3.5,142,14.9,1018.29,Partly cloudy starting in the afternoon.
2019-02-02,Clear,rain,2.0,0.93,6.2,141,11.3,1018.28,Partly cloudy starting in the afternoon.
2019-02-03,Clear,rain,2.2,0.92,10.7,121,5.0,1018.08,Partly cloudy starting in the afternoon.
2019-02-04,Clear,rain,3.7,0.89,10.7,130,7.0,1018.6,Partly cloudy starting in the afternoon.
2019-02-05,Clear,rain,6.1,0.79,11.9,141,9.5,1018.66,Partly cloudy starting in the afternoon.
2019-02-06,Partly Cloudy,rain,10.0,0.66,11.5,142,10.0,1018.38,Partly cloudy starting in the afternoon.
2019-02-07,Clear,rain,12.2,0.52,17.8,160,10.0,1018.46,Partly cloudy starting in the afternoon.
2019-02-08,Clear,rain,12.9,0.5,19.6,150,10.0,1018.34,Partly cloudy starting in the afternoon.
2019-02-09,Partly Cloudy,rain,14.0,0.5,20.6,151,10.0,1017.86,Partly cloudy starting in the afternoon.
2019-02-10,Partly Cloudy,rain,15.1,0.44,16.1,150,10.0,1017.26,Partly cloudy starting in the afternoon.
2019-02-11,Partly Cloudy,rain,16.3,0.43,14.8,149,15.3,1016.76,Partly cloudy starting in the afternoon.
2019-02-12,Mostly Cloudy,rain,17.3,0.41,16.1,159,10.0,1016.04,Partly cloudy starting in the afternoon.
2019-02-13,Mostly Cloudy,rain,17.3,0.38,16.2,159,10.0,1015.06,Partly cloudy starting in the afternoon.
2019-02-14,Overcast,rain,17.4,0.37,14.1,167,10.4,1014.68,Partly cloudy starting in the afternoon.
2019-02-15,Mostly Cloudy,rain,17.3,0.38,14.5,159,10.0,1014.36,Partly cloudy starting in the afternoon.
2019-02-16,Partly Cloudy,rain,15.1,0.44,9.7,158,10.0,1014.16,Partly cloudy starting in the afternoon.
2019-02-17,Partly Cloudy,rain,11.7,0.58,10.4,129,10.0,1014.36,Partly cloudy starting in the afternoon.
2019-02-18,Partly Cloudy,rain,11.2,0.61,10.9,130,10.0,1014.6,Partly cloudy starting in the afternoon.
2019-02-19,Partly Cloudy,rain,10.0,0.68,11.2,138,15.8,1014.69,Partly cloudy starting in the afternoon.
2019-02-20,Partly Cloudy,rain,10.1,0.65,13.6,140,15.0,1014.51,Partly cloudy starting in the afternoon.
2019-02-21,Partly Cloudy,rain,21.0,0.87,3.2,310,15.8,1012.02,Partly cloudy starting overnight.
2019-02-22,Clear,rain,19.4,0.9,6.0,291,15.8,1012.22,Partly cloudy starting overnight.
2019-02-23,Mostly Cloudy,rain,20.7,0.81,9.2,354,14.9,1008.65,Partly cloudy starting overnight.
2019-02-24,Partly Cloudy,rain,18.8,0.93,5.9,272,14.8,1012.11,Partly cloudy starting overnight.
2019-02-25,Partly Cloudy,rain,17.7,0.93,3.1,303,14.8,1011.63,Partly cloudy starting overnight.
2019-02-26,Partly Cloudy,rain,17.6,0.95,2.9,338,14.0,1011.84,Partly cloudy starting overnight.
2019-02-27,Partly Cloudy,rain,18.7,0.93,7.8,50,9.8,1011.81,Partly cloudy starting overnight.
2019-02-28,Partly Cloudy,rain,22.6,0.8,1.6,20,9.8,1011.72,Partly cloudy starting overnight.
2019-03-01,Partly Cloudy,rain,24.8,0.7,3.2,41,9.9,1011.86,Partly cloudy starting overnight.
2019-03-02,Partly Cloudy,rain,27.2,0.56,1.7,139,10.0,1011.67,Partly cloudy starting overnight.
2019-03-03,Mostly Cloudy,rain,28.9,0.55,2.9,75,10.0,1011.27,Partly cloudy starting overnight.
2019-03-04,Mostly Cloudy,rain,31.0,0.42,2.8,186,11.4,1011.07,Partly cloudy starting overnight.
2019-03-05,Mostly Cloudy,rain,32.2,0.38,7.7,161,10.0,1010.47,Partly cloudy starting overnight.
2019-03-06,Mostly Cloudy,rain,32.1,0.32,7.3,249,10.0,1010.07,Partly cloudy starting overnight.
2019-03-07,Mostly Cloudy,rain,32.0,0.35,7.2,168,10.4,1009.69,Partly cloudy starting overnight.
2019-03-08,Mostly Cloudy,rain,32.5,0.38,12.6,199,11.3,1008.95,Partly cloudy starting overnight.
2019-03-09,Partly Cloudy,rain,32.0,0.4,12.1,190,11.3,1008.2,Partly cloudy starting overnight.
2019-03-10,Mostly Cloudy,rain,32.0,0.41,8.9,210,10.4,1007.57,Partly cloudy starting overnight.
2019-03-11,Mostly Cloudy,rain,30.9,0.39,13.4,189,10.0,1007.1,Partly cloudy starting overnight.
2019-03-12,Mostly Cloudy,rain,28.6,0.5,8.0,205,9.9,1007.04,Partly cloudy starting overnight.
2019-03-13,Mostly Cloudy,rain,27.1,0.59,6.2,55,10.3,1007.03,Partly cloudy starting overnight.
2019-03-14,Mostly Cloudy,rain,24.7,0.65,4.4,64,10.0,1006.95,Partly cloudy starting overnight.
2019-03-15,Partly Cloudy,rain,24.1,0.7,12.8,17,15.9,1007.07,Partly cloudy starting overnight.
2019-03-16,Mostly Cloudy,rain,23.1,0.77,11.8,5,14.7,1007.62,Partly cloudy starting overnight.
2019-03-17,Partly Cloudy,rain,15.6,0.92,3.3,263,14.9,1011.53,Mostly cloudy until night.
2019-03-18,Partly Cloudy,rain,15.5,0.87,3.4,280,15.8,1011.34,Mostly cloudy until night.
2019-03-19,Mostly Cloudy,rain,16.5,0.91,3.6,321,14.2,1008.66,Mostly cloudy until night.
2019-03-20,Partly Cloudy,rain,13.8,0.9,3.2,291,15.7,1011.04,Mostly cloudy until night.
2019-03-21,Partly Cloudy,rain,13.3,0.9,3.1,274,15.6,1011.12,Mostly cloudy until night.
2019-03-22,Partly Cloudy,rain,12.6,0.92,3.6,308,13.9,1010.9,Mostly cloudy until night.
2019-03-23,Clear,rain,12.3,0.93,3.1,295,10.8,1011.54,Mostly cloudy until night.
2019-03-24,Partly Cloudy,rain,15.0,0.87,4.5,322,9.7,1010.85,Mostly cloudy until night.
2019-03-25,Mostly Cloudy,rain,16.3,0.87,8.6,348,9.7,1010.89,Mostly cloudy until night.
2019-03-26,Foggy,rain,16.3,0.92,9.3,341,1.0,1010.93,Mostly cloudy until night.
2019-03-27,Partly Cloudy,rain,18.9,0.89,10.6,340,4.6,1010.64,Mostly cloudy until night.
2019-03-28,Partly Cloudy,rain,21.4,0.76,14.0,341,10.9,1010.56,Mostly cloudy until night.
2019-03-29,Mostly Cloudy,rain,21.2,0.76,13.9,340,12.0,1010.5,Mostly cloudy until night.
2019-03-30,Partly Cloudy,rain,22.3,0.72,10.8,348,11.3,1010.09,Mostly cloudy until night.
2019-03-31,Mostly Cloudy,rain,23.0,0.66,10.2,333,15.3,1009.62,Mostly cloudy until night.
2019-04-01,Mostly Cloudy,rain,23.9,0.62,9.4,352,11.3,1008.8,Mostly cloudy until night.
2019-04-02,Mostly Cloudy,rain,25.0,0.51,7.7,348,11.3,1008.39,Mostly cloudy until night.
2019-04-03,Mostly Cloudy,rain,23.8,0.58,9.0,341,11.4,1007.71,Mostly cloudy until night.
2019-04-04,Mostly Cloudy,rain,23.6,0.53,7.6,358,11.3,1007.66,Mostly cloudy until night.
2019-04-05,Mostly Cloudy,rain,22.5,0.68,11.3,340,11.1,1007.66,Mostly cloudy until night.
2019-04-06,Mostly Cloudy,rain,20.0,0.78,12.3,329,11.4,1007.6,Mostly cloudy until night.
2019-04-07,Mostly Cloudy,rain,19.9,0.74,16.2,20,11.2,1007.87,Mostly cloudy until night.
2019-04-08,Overcast,rain,19.4,0.76,13.3,29,14.9,1008.35,Mostly cloudy until night.
2019-04-09,Overcast,rain,17.9,0.85,12.7,7,15.0,1008.32,Mostly cloudy until night.
2019-04-10,Overcast,rain,17.3,0.89,10.5,338,15.8,1008.16,Partly cloudy throughout the day.
2019-04-11,Overcast,rain,16.6,0.92,6.4,328,15.8,1008.15,Partly cloudy throughout the day.
2019-04-12,Mostly Cloudy,rain,15.8,0.84,3.5,315,15.0,1009.37,Partly cloudy throughout the day.
2019-04-13,Overcast,rain,17.0,0.92,2.7,55,14.9,1008.06,Partly cloudy throughout the day.
2019-04-14,Overcast,rain,17.1,0.86,6.6,289,15.8,1007.86,Partly cloudy throughout the day.
2019-04-15,Overcast,rain,16.5,0.79,7.0,307,15.0,1008.06,Partly cloudy throughout the day.
2019-04-16,Mostly Cloudy,rain,15.0,0.83,9.5,299,11.2,1007.87,Partly cloudy throughout the day.
2019-04-17,Partly Cloudy,rain,16.0,0.81,12.4,299,11.2,1007.98,Partly cloudy throughout the day.
2019-04-18,Mostly Cloudy,rain,16.2,0.81,15.9,306,10.0,1008.07,Partly cloudy throughout the day.
2019-04-19,Mostly Cloudy,rain,18.8,0.68,22.1,309,10.0,1007.86,Partly cloudy throughout the day.
2019-04-20,Mostly Cloudy,rain,21.1,0.68,20.2,300,10.0,1007.95,Partly cloudy throughout the day.
2019-04-21,Partly Cloudy,rain,22.5,0.62,15.2,309,10.0,1008.2,Partly cloudy throughout the day.
2019-04-22,Partly Cloudy,rain,23.8,0.54,17.2,290,11.3,1007.95,Partly cloudy throughout the day.
2019-04-23,Partly Cloudy,rain,23.9,0.51,15.6,309,11.3,1008.03,Partly cloudy throughout the day.
2019-04-24,Partly Cloudy,rain,25.8,0.44,16.4,308,11.4,1008.03,Partly cloudy throughout the day.
2019-04-25,Partly Cloudy,rain,25.9,0.43,21.7,290,11.3,1007.73,Partly cloudy throughout the day.
2019-04-26,Partly Cloudy,rain,25.0,0.42,20.1,290,10.0,1007.71,Partly cloudy throughout the day.
2019-04-27,Partly Cloudy,rain,24.9,0.43,18.7,288,10.4,1007.73,Partly cloudy throughout the day.
2019-04-28,Partly Cloudy,rain,24.9,0.45,17.0,299,10.0,1007.81,Partly cloudy throughout the day.
2019-04-29,Partly Cloudy,rain,22.8,0.51,12.4,290,11.2,1008.02,Partly cloudy throughout the day.
2019-04-30,Partly Cloudy,rain,19.3,0.7,7.3,280,11.4,1008.55,Partly cloudy throughout the day.
2019-05-01,Partly Cloudy,rain,17.8,0.78,4.8,260,10.0,1008.62,Partly cloudy throughout the day.
2019-05-02,Mostly Cloudy,rain,17.8,0.75,3.5,256,15.8,1008.73,Partly cloudy throughout the day.
2019-05-03,Mostly Cloudy,rain,16.5,0.79,6.3,279,15.0,1009.41,Partly cloudy throughout the day.
2019-05-04,Mostly Cloudy,rain,15.7,0.83,6.5,281,15.8,1009.79,Mostly cloudy until night.
2019-05-05,Mostly Cloudy,rain,15.6,0.81,3.4,299,15.8,1009.69,Mostly cloudy until night.
2019-05-06,Mostly Cloudy,rain,16.2,0.93,4.2,279,14.7,1007.41,Mostly cloudy until night.
2019-05-07,Mostly Cloudy,rain,15.6,0.84,6.3,281,15.8,1009.61,Mostly cloudy until night.
2019-05-08,Mostly Cloudy,rain,15.6,0.81,3.3,306,15.8,1009.32,Mostly cloudy until night.
2019-05-09,Mostly Cloudy,rain,15.6,0.81,3.7,327,15.0,1009.37,Mostly cloudy until night.
2019-05-10,Mostly Cloudy,rain,15.1,0.83,7.8,348,10.0,1009.14,Mostly cloudy until night.
2019-05-11,Mostly Cloudy,rain,17.1,0.73,9.3,339,10.0,1009.12,Mostly cloudy until night.
2019-05-12,Mostly Cloudy,rain,17.5,0.72,7.4,10,10.0,1009.19,Mostly cloudy until night.
2019-05-13,Overcast,rain,17.7,0.71,8.8,48,10.0,1009.19,Mostly cloudy until night.
2019-05-14,Overcast,rain,18.8,0.69,8.8,59,10.0,1008.99,Mostly cloudy until night.
2019-05-15,Clear,rain,19.7,0.67,8.7,60,11.0,1008.93,Mostly cloudy until night.
2019-05-16,Clear,rain,18.8,0.78,10.6,70,11.3,1008.11,Mostly cloudy until night.
2019-05-17,Mostly Cloudy,rain,20.0,0.77,4.7,69,11.3,1007.52,Mostly cloudy until night.
