Dates,Summary,Precip Type,Temperature,Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars),Daily Summary
2019-05-18,Mostly Cloudy,rain,21.1,0.72,7.8,108,11.4,1007.29,Mostly cloudy until night.
2019-05-19,Mostly Cloudy,rain,23.7,0.67,11.0,89,11.2,1006.83,Mostly cloudy until night.
2019-05-20,Mostly Cloudy,rain,23.6,0.6,15.2,147,11.2,1006.16,Mostly cloudy until night.
2019-05-21,Mostly Cloudy,rain,23.8,0.62,10.6,152,11.4,1005.9,Mostly cloudy until night.
2019-05-22,Partly Cloudy,rain,22.0,0.7,25.0,200,11.3,1005.65,Mostly cloudy until night.
2019-05-23,Mostly Cloudy,rain,20.0,0.7,16.2,190,11.1,1006.32,Mostly cloudy until night.
2019-05-24,Partly Cloudy,rain,18.9,0.8,8.3,189,11.3,1006.71,Mostly cloudy until night.
2019-05-25,Mostly Cloudy,rain,17.3,0.88,7.8,149,9.9,1007.17,Mostly cloudy until night.
2019-05-26,Partly Cloudy,rain,16.2,0.9,6.0,159,15.4,1007.38,Mostly cloudy until night.
2019-05-27,Mostly Cloudy,rain,15.8,0.93,6.3,149,14.2,1007.32,Mostly cloudy until night.
2019-05-28,Mostly Cloudy,rain,16.7,0.93,6.0,112,3.9,1007.28,Mostly cloudy throughout the day.
2019-05-29,Mostly Cloudy,rain,16.7,0.97,13.1,121,15.6,1006.86,Mostly cloudy throughout the day.
2019-05-30,Overcast,rain,16.3,0.97,5.5,192,6.7,1009.54,Mostly cloudy throughout the day.
2019-05-31,Mostly Cloudy,rain,16.1,0.97,11.0,270,14.6,1007.4,Mostly cloudy throughout the day.
2019-06-01,Partly Cloudy,rain,16.1,0.97,3.1,35,14.6,1006.87,Mostly cloudy throughout the day.
2019-06-02,Mostly Cloudy,rain,15.6,0.96,2.8,287,7.8,1007.66,Mostly cloudy throughout the day.
2019-06-03,Partly Cloudy,rain,14.5,1,3.0,83,4.9,1007.73,Mostly cloudy throughout the day.
2019-06-04,Mostly Cloudy,rain,17.1,0.99,10.8,171,6.9,1007.8,Mostly cloudy throughout the day.
2019-06-05,Mostly Cloudy,rain,17.7,0.96,9.6,143,10.5,1008.39,Mostly cloudy throughout the day.
2019-06-06,Mostly Cloudy,rain,19.8,0.85,10.5,162,11.3,1008.32,Mostly cloudy throughout the day.
2019-06-07,Mostly Cloudy,rain,22.0,0.74,10.8,229,11.3,1008.71,Mostly cloudy throughout the day.
2019-06-08,Partly Cloudy,rain,21.1,0.73,9.5,237,11.1,1009.28,Mostly cloudy throughout the day.
2019-06-09,Partly Cloudy,rain,21.0,0.73,15.1,259,11.3,1009.72,Mostly cloudy throughout the day.
2019-06-10,Partly Cloudy,rain,18.9,0.89,13.5,237,7.3,1010.77,Mostly cloudy throughout the day.
2019-06-11,Overcast,rain,18.9,0.9,3.4,274,6.5,1010.97,Mostly cloudy throughout the day.
2019-06-12,Mostly Cloudy,rain,20.1,0.78,4.7,213,11.3,1010.28,Mostly cloudy throughout the day.
2019-06-13,Partly Cloudy,rain,21.1,0.73,9.1,132,11.3,1009.53,Mostly cloudy throughout the day.
2019-06-14,Mostly Cloudy,rain,20.1,0.78,0.4,167,11.1,1009.78,Mostly cloudy throughout the day.
2019-06-15,Overcast,rain,20.0,0.83,0.1,255,11.3,1009.83,Mostly cloudy throughout the day.
2019-06-16,Overcast,rain,18.9,0.9,0.0,17,11.3,1010.18,Mostly cloudy throughout the day.
2019-06-17,Overcast,rain,18.0,0.96,3.8,89,11.1,1010.43,Mostly cloudy throughout the day.
2019-06-18,Overcast,rain,17.7,0.97,12.2,129,11.2,1010.09,Mostly cloudy throughout the day.
2019-06-19,Overcast,rain,17.7,0.93,10.6,130,12.0,1009.92,Mostly cloudy throughout the day.
2019-06-20,Overcast,rain,16.8,0.97,5.4,143,8.1,1010.08,Mostly cloudy throughout the day.
2019-06-21,Overcast,rain,16.7,0.97,6.2,159,8.0,1010.49,Mostly cloudy until night.
2019-06-22,Overcast,rain,16.2,0.97,6.3,169,6.1,1010.1,Mostly cloudy until night.
2019-06-23,Overcast,rain,17.0,0.91,5.4,178,13.7,1013.23,Mostly cloudy until night.
2019-06-24,Overcast,rain,16.1,0.97,2.9,283,6.1,1010.3,Mostly cloudy until night.
2019-06-25,Overcast,rain,16.1,0.97,2.8,306,6.1,1010.48,Mostly cloudy until night.
2019-06-26,Overcast,rain,15.6,0.96,5.8,224,6.6,1010.86,Mostly cloudy until night.
2019-06-27,Clear,rain,14.0,1,3.1,199,6.0,1010.7,Mostly cloudy until night.
2019-06-28,Partly Cloudy,rain,16.1,0.93,9.4,210,6.0,1011.39,Mostly cloudy until night.
2019-06-29,Mostly Cloudy,rain,16.0,0.93,9.1,220,3.7,1011.92,Mostly cloudy until night.
2019-06-30,Mostly Cloudy,rain,16.2,0.99,7.6,230,5.0,1012.57,Mostly cloudy until night.
2019-07-01,Overcast,rain,17.8,0.89,7.7,200,11.3,1013.15,Mostly cloudy until night.
2019-07-02,Mostly Cloudy,rain,18.9,0.84,5.2,217,10.9,1013.59,Mostly cloudy until night.
2019-07-03,Mostly Cloudy,rain,20.2,0.77,7.9,202,11.3,1013.43,Mostly cloudy until night.
2019-07-04,Mostly Cloudy,rain,22.3,0.67,11.1,208,11.3,1013.32,Mostly cloudy until night.
2019-07-05,Partly Cloudy,rain,22.4,0.7,13.0,198,11.4,1013.49,Mostly cloudy until night.
2019-07-06,Partly Cloudy,rain,23.9,0.54,10.9,209,11.3,1013.22,Mostly cloudy until night.
2019-07-07,Partly Cloudy,rain,23.9,0.58,9.5,201,11.3,1012.83,Mostly cloudy until night.
2019-07-08,Partly Cloudy,rain,23.0,0.56,11.8,165,11.4,1012.85,Mostly cloudy until night.
2019-07-09,Partly Cloudy,rain,22.5,0.58,10.8,159,11.1,0,Mostly cloudy until night.
2019-07-10,Partly Cloudy,rain,20.9,0.7,4.6,148,11.3,1012.28,Mostly cloudy until night.
2019-07-11,Mostly Cloudy,rain,19.2,0.82,0.8,121,10.0,1012.44,Mostly cloudy until night.
2019-07-12,Partly Cloudy,rain,17.7,0.84,9.1,111,10.0,1012.44,Mostly cloudy until night.
2019-07-13,Mostly Cloudy,rain,18.2,0.81,6.2,111,15.8,1012.62,Mostly cloudy until night.
2019-07-14,Mostly Cloudy,rain,17.8,0.88,1.6,289,15.0,1013.45,Mostly cloudy until night.
2019-07-15,Mostly Cloudy,rain,17.7,0.84,12.9,309,15.8,1013.41,Partly cloudy until evening.
2019-07-16,Overcast,rain,17.2,0.9,3.1,104,15.7,1013.5,Partly cloudy until evening.
2019-07-17,Partly Cloudy,rain,15.3,0.9,2.6,126,14.2,1015.55,Partly cloudy until evening.
2019-07-18,Mostly Cloudy,rain,16.5,0.93,3.3,142,15.8,1013.21,Partly cloudy until evening.
2019-07-19,Mostly Cloudy,rain,16.1,0.96,6.0,338,14.9,1013.21,Partly cloudy until evening.
2019-07-20,Mostly Cloudy,rain,15.6,0.93,2.5,316,14.1,1013.5,Partly cloudy until evening.
2019-07-21,Mostly Cloudy,rain,14.9,0.93,4.7,191,9.9,1013.79,Partly cloudy until evening.
2019-07-22,Partly Cloudy,rain,17.1,0.93,7.9,201,10.0,1014.1,Partly cloudy until evening.
2019-07-23,Partly Cloudy,rain,18.7,0.85,7.4,223,10.4,1014.13,Partly cloudy until evening.
2019-07-24,Partly Cloudy,rain,19.8,0.79,11.1,270,11.2,1014.61,Partly cloudy until evening.
2019-07-25,Partly Cloudy,rain,21.1,0.73,7.8,264,11.2,0,Partly cloudy until evening.
2019-07-26,Partly Cloudy,rain,22.2,0.63,11.2,254,11.4,1015.48,Partly cloudy until evening.
2019-07-27,Partly Cloudy,rain,22.8,0.57,12.6,279,11.4,1015,Partly cloudy until evening.
2019-07-28,Partly Cloudy,rain,23.8,0.54,13.6,279,11.4,1015.18,Partly cloudy until evening.
2019-07-29,Partly Cloudy,rain,23.5,0.51,10.8,255,15.3,1015.29,Partly cloudy until evening.
2019-07-30,Partly Cloudy,rain,24.0,0.53,10.8,239,11.2,1015.17,Partly cloudy until evening.
2019-07-31,Partly Cloudy,rain,25.0,0.5,10.8,229,11.2,1014.96,Partly cloudy until evening.
2019-08-01,Partly Cloudy,rain,24.0,0.53,12.3,220,11.2,1014.66,Partly cloudy until evening.
2019-08-02,Partly Cloudy,rain,24.0,0.5,12.3,229,11.2,1014.77,Partly cloudy until evening.
2019-08-03,Partly Cloudy,rain,23.9,0.54,3.1,246,11.2,1014.68,Partly cloudy until evening.
2019-08-04,Partly Cloudy,rain,19.3,0.75,0.5,291,10.4,1015.04,Partly cloudy until evening.
2019-08-05,Partly Cloudy,rain,17.3,0.87,3.1,63,10.0,1015.58,Partly cloudy until evening.
2019-08-06,Clear,rain,16.6,0.93,3.1,148,15.8,1015.88,Partly cloudy until evening.
2019-08-07,Clear,rain,16.7,0.87,3.3,107,15.0,1015.95,Partly cloudy until evening.
2019-08-08,Partly Cloudy,rain,15.1,0.93,2.3,98,15.8,1015.99,Partly cloudy throughout the day.
2019-08-09,Partly Cloudy,rain,14.5,0.93,3.0,111,14.9,1015.89,Partly cloudy throughout the day.
2019-08-10,Partly Cloudy,rain,17.8,0.8,12.3,136,15.0,1012.82,Partly cloudy throughout the day.
2019-08-11,Partly Cloudy,rain,14.4,0.93,3.2,138,14.9,1015.98,Partly cloudy throughout the day.
2019-08-12,Partly Cloudy,rain,13.9,0.96,3.1,128,14.9,1015.71,Partly cloudy throughout the day.
2019-08-13,Mostly Cloudy,rain,14.4,0.9,5.6,121,14.1,1015.63,Partly cloudy throughout the day.
2019-08-14,Mostly Cloudy,rain,14.9,0.87,4.6,129,11.0,1015.59,Partly cloudy throughout the day.
2019-08-15,Partly Cloudy,rain,17.0,0.82,9.0,149,11.2,1015.49,Partly cloudy throughout the day.
2019-08-16,Partly Cloudy,rain,18.8,0.78,8.7,153,11.0,1015.64,Partly cloudy throughout the day.
2019-08-17,Partly Cloudy,rain,21.2,0.73,12.3,140,11.2,1015.46,Partly cloudy throughout the day.
2019-08-18,Partly Cloudy,rain,23.9,0.62,12.7,120,11.2,1015.35,Partly cloudy throughout the day.
2019-08-19,Partly Cloudy,rain,25.0,0.56,15.4,146,10.4,1015.21,Partly cloudy throughout the day.
2019-08-20,Partly Cloudy,rain,26.1,0.47,14.4,130,10.0,1014.56,Partly cloudy throughout the day.
2019-08-21,Partly Cloudy,rain,27.2,0.44,15.9,149,10.0,1014.36,Partly cloudy throughout the day.
2019-08-22,Partly Cloudy,rain,27.7,0.39,14.6,140,10.4,1014.11,Partly cloudy throughout the day.
2019-08-23,Partly Cloudy,rain,27.8,0.4,15.9,150,10.0,1013.56,Partly cloudy throughout the day.
2019-08-24,Partly Cloudy,rain,27.8,0.39,15.8,169,10.0,1013.07,Partly cloudy throughout the day.
2019-08-25,Partly Cloudy,rain,27.9,0.37,13.6,149,10.4,1012.83,Partly cloudy throughout the day.
2019-08-26,Mostly Cloudy,rain,26.2,0.43,10.7,138,10.0,1012.55,Partly cloudy throughout the day.
2019-08-27,Mostly Cloudy,rain,24.0,0.54,8.0,121,10.0,1012.46,Partly cloudy throughout the day.
2019-08-28,Mostly Cloudy,rain,22.6,0.58,10.6,118,10.4,1012.52,Partly cloudy throughout the day.
2019-08-29,Mostly Cloudy,rain,21.1,0.6,10.9,110,10.0,1012.58,Partly cloudy throughout the day.
2019-08-30,Partly Cloudy,rain,20.4,0.67,10.9,110,15.8,1012.41,Partly cloudy throughout the day.
2019-08-31,Partly Cloudy,rain,20.4,0.7,10.3,112,15.0,1012.66,Partly cloudy throughout the day.
2019-09-01,Partly Cloudy,rain,19.4,0.74,11.0,139,15.8,1012.6,Partly cloudy until morning.
2019-09-02,Partly Cloudy,rain,18.8,0.76,10.8,139,15.8,1012.59,Partly cloudy until morning.
2019-09-03,Clear,rain,19.9,0.85,10.1,139,15.0,1012.55,Partly cloudy until morning.
2019-09-04,Partly Cloudy,rain,17.2,0.84,13.9,138,15.8,1012.09,Partly cloudy until morning.
2019-09-05,Partly Cloudy,rain,16.6,0.87,14.3,138,15.8,1012.11,Partly cloudy until morning.
2019-09-06,Partly Cloudy,rain,16.5,0.88,10.0,146,15.0,1012.39,Partly cloudy until morning.
2019-09-07,Clear,rain,16.1,0.87,9.5,149,8.1,1012.38,Partly cloudy until morning.
2019-09-08,Partly Cloudy,rain,17.7,0.84,11.0,131,10.0,1012.66,Partly cloudy until morning.
2019-09-09,Partly Cloudy,rain,20.8,0.7,14.8,148,10.0,1012.65,Partly cloudy until morning.
2019-09-10,Partly Cloudy,rain,22.7,0.67,15.5,159,10.0,1012.39,Partly cloudy until morning.
2019-09-11,Partly Cloudy,rain,26.0,0.55,16.9,179,10.0,1012.47,Partly cloudy until morning.
2019-09-12,Clear,rain,26.1,0.58,13.3,189,15.3,1012.91,Partly cloudy until morning.
2019-09-13,Clear,rain,28.8,0.51,9.7,177,10.0,0,Partly cloudy until morning.
2019-09-14,Partly Cloudy,rain,29.0,0.51,10.8,197,10.0,1012.36,Partly cloudy until morning.
2019-09-15,Clear,rain,31.0,0.45,7.6,201,10.4,1012.33,Partly cloudy until morning.
2019-09-16,Clear,rain,31.1,0.36,11.2,160,16.1,1011.95,Partly cloudy until morning.
2019-09-17,Clear,rain,31.1,0.41,11.3,186,10.0,1011.74,Partly cloudy until morning.
2019-09-18,Partly Cloudy,rain,31.2,0.41,10.8,165,10.4,1011.73,Partly cloudy until morning.
2019-09-19,Clear,rain,30.0,0.48,11.1,162,10.0,1011.45,Partly cloudy until morning.
2019-09-20,Clear,rain,27.9,0.58,9.2,170,10.0,1011.65,Partly cloudy until morning.
2019-09-21,Partly Cloudy,rain,25.4,0.66,8.0,168,10.0,1011.99,Partly cloudy until morning.
2019-09-22,Partly Cloudy,rain,22.8,0.79,4.6,178,10.0,1012.36,Partly cloudy until morning.
2019-09-23,Partly Cloudy,rain,22.7,0.79,6.6,150,15.8,1012.47,Partly cloudy until morning.
2019-09-24,Clear,rain,21.2,0.84,6.5,132,15.0,1012.57,Partly cloudy until morning.
2019-09-25,Clear,rain,21.6,0.81,6.4,152,15.8,1012.66,Partly cloudy starting overnight continuing until night.
2019-09-26,Clear,rain,21.4,0.82,10.8,150,15.8,1012.39,Partly cloudy starting overnight continuing until night.
2019-09-27,Partly Cloudy,rain,19.5,0.92,2.9,211,15.0,1015.42,Partly cloudy starting overnight continuing until night.
2019-09-28,Partly Cloudy,rain,19.9,0.88,13.5,140,15.8,1012.38,Partly cloudy starting overnight continuing until night.
2019-09-29,Partly Cloudy,rain,19.3,0.87,10.9,150,15.8,1012.48,Partly cloudy starting overnight continuing until night.
2019-09-30,Partly Cloudy,rain,18.8,0.91,10.2,147,14.9,1012.44,Partly cloudy starting overnight continuing until night.
2019-10-01,Clear,rain,18.8,0.9,8.0,159,7.1,1012.47,Partly cloudy starting overnight continuing until night.
2019-10-02,Mostly Cloudy,rain,19.9,0.87,11.0,150,9.8,1012.85,Partly cloudy starting overnight continuing until night.
2019-10-03,Partly Cloudy,rain,22.1,0.81,14.5,168,9.8,1012.81,Partly cloudy starting overnight continuing until night.
2019-10-04,Clear,rain,25.0,0.69,16.0,180,9.9,0,Partly cloudy starting overnight continuing until night.
2019-10-05,Mostly Cloudy,rain,25.0,0.74,11.2,179,10.0,1013.17,Partly cloudy starting overnight continuing until night.
2019-10-06,Mostly Cloudy,rain,27.3,0.67,13.8,180,10.0,1014,Partly cloudy starting overnight continuing until night.
2019-10-07,Mostly Cloudy,rain,28.0,0.62,16.0,170,10.0,1013.21,Partly cloudy starting overnight continuing until night.
2019-10-08,Mostly Cloudy,rain,30.1,0.5,17.4,162,10.0,1012.98,Partly cloudy starting overnight continuing until night.
2019-10-09,Mostly Cloudy,rain,31.0,0.45,23.7,181,10.0,1012.5,Partly cloudy starting overnight continuing until night.
2019-10-10,Mostly Cloudy,rain,31.2,0.47,17.5,183,11.2,1012.44,Partly cloudy starting overnight continuing until night.
2019-10-11,Mostly Cloudy,rain,32.2,0.42,16.3,211,10.0,1012.52,Partly cloudy starting overnight continuing until night.
2019-10-12,Mostly Cloudy,rain,32.5,0.4,12.4,220,10.4,1012.62,Partly cloudy starting overnight continuing until night.
2019-10-13,Mostly Cloudy,rain,31.0,0.44,10.2,238,10.0,1012.44,Partly cloudy starting overnight continuing until night.
2019-10-14,Mostly Cloudy,rain,29.0,0.54,8.4,222,10.0,1012.65,Partly cloudy starting overnight continuing until night.
2019-10-15,Partly Cloudy,rain,26.5,0.64,7.7,232,10.4,1013.44,Partly cloudy starting overnight continuing until night.
2019-10-16,Partly Cloudy,rain,22.9,0.73,8.1,211,10.0,1014.17,Partly cloudy starting overnight continuing until night.
2019-10-17,Partly Cloudy,rain,23.4,0.73,6.7,211,15.8,1014.58,Partly cloudy starting overnight continuing until night.
2019-10-18,Partly Cloudy,rain,22.5,0.83,3.5,249,15.0,1015.15,Partly cloudy starting overnight continuing until night.
2019-10-19,Partly Cloudy,rain,22.6,0.77,6.1,266,15.8,1015.69,Partly cloudy starting in the afternoon continuing until night.
2019-10-20,Partly Cloudy,rain,20.0,0.9,3.6,196,15.8,1015.99,Partly cloudy starting in the afternoon continuing until night.
2019-10-21,Clear,rain,21.0,0.87,3.1,121,15.8,1016.78,Partly cloudy starting in the afternoon continuing until night.
2019-10-22,Clear,rain,18.9,0.9,3.7,237,15.8,1016.49,Partly cloudy starting in the afternoon continuing until night.
2019-10-23,Clear,rain,18.3,0.93,6.4,176,15.8,1016.69,Partly cloudy starting in the afternoon continuing until night.
2019-10-24,Clear,rain,18.9,0.93,5.6,186,11.7,1016.84,Partly cloudy starting in the afternoon continuing until night.
2019-10-25,Clear,rain,17.3,0.99,4.8,174,11.2,1017.27,Partly cloudy starting in the afternoon continuing until night.
2019-10-26,Clear,rain,19.9,0.87,5.0,210,10.0,1017.3,Partly cloudy starting in the afternoon continuing until night.
2019-10-27,Clear,rain,23.6,0.74,7.9,243,10.4,1017.88,Partly cloudy starting in the afternoon continuing until night.
2019-10-28,Clear,rain,26.0,0.61,10.9,238,10.0,1017.85,Partly cloudy starting in the afternoon continuing until night.
2019-10-29,Clear,rain,27.7,0.55,12.7,237,10.0,1017.78,Partly cloudy starting in the afternoon continuing until night.
2019-10-30,Clear,rain,28.8,0.5,15.9,230,10.0,1018.19,Partly cloudy starting in the afternoon continuing until night.
2019-10-31,Clear,rain,29.9,0.47,20.3,259,10.0,1018.67,Partly cloudy starting in the afternoon continuing until night.
2019-11-01,Partly Cloudy,rain,31.0,0.45,17.2,248,10.0,1018.15,Partly cloudy starting in the afternoon continuing until night.
2019-11-02,Partly Cloudy,rain,31.9,0.41,11.3,255,10.4,1017.78,Partly cloudy starting in the afternoon continuing until night.
2019-11-03,Partly Cloudy,rain,32.1,0.42,15.4,220,10.0,1016.77,Partly cloudy starting in the afternoon continuing until night.
2019-11-04,Partly Cloudy,rain,32.1,0.39,17.3,220,10.0,1017.07,Partly cloudy starting in the afternoon continuing until night.
2019-11-05,Partly Cloudy,rain,31.1,0.44,17.2,238,10.0,1017.26,Partly cloudy starting in the afternoon continuing until night.
2019-11-06,Partly Cloudy,rain,31.0,0.44,12.4,221,10.0,1017.23,Partly cloudy starting in the afternoon continuing until night.
2019-11-07,Partly Cloudy,rain,27.3,0.64,10.8,162,10.0,1016.27,Partly cloudy starting in the afternoon continuing until night.
2019-11-08,Partly Cloudy,rain,25.5,0.68,0.9,328,10.4,1016.14,Partly cloudy starting in the afternoon continuing until night.
2019-11-09,Partly Cloudy,rain,22.8,0.84,4.6,182,10.0,1017.94,Partly cloudy starting in the afternoon continuing until night.
2019-11-10,Partly Cloudy,rain,23.2,0.79,6.2,169,15.8,1017.58,Partly cloudy starting in the afternoon continuing until night.
2019-11-11,Clear,rain,22.2,0.85,2.8,133,15.0,1017.7,Partly cloudy starting in the afternoon continuing until night.
2019-11-12,Mostly Cloudy,rain,20.4,0.84,23.9,339,15.6,1008.14,Mostly cloudy throughout the day.
2019-11-13,Mostly Cloudy,rain,19.9,0.85,10.4,329,15.6,1008.38,Mostly cloudy throughout the day.
2019-11-14,Partly Cloudy,rain,16.8,,6.6,354,15.0,1009.23,Mostly cloudy throughout the day.
2019-11-15,Mostly Cloudy,rain,19.4,0.9,10.2,29,15.7,1007.8,Mostly cloudy throughout the day.
2019-11-16,Overcast,rain,18.9,0.93,4.9,280,14.8,1007.64,Mostly cloudy throughout the day.
2019-11-17,Mostly Cloudy,rain,18.9,0.93,5.8,292,13.9,1007.73,Mostly cloudy throughout the day.
2019-11-18,Partly Cloudy,rain,17.9,0.97,5.1,280,10.9,1008.14,Mostly cloudy throughout the day.
2019-11-19,Mostly Cloudy,rain,18.9,0.99,4.9,254,10.9,1009.1,Mostly cloudy throughout the day.
2019-11-20,Overcast,rain,20.1,0.92,9.8,273,11.2,1009.47,Mostly cloudy throughout the day.
2019-11-21,Overcast,rain,21.1,0.87,12.3,318,11.3,1009.31,Mostly cloudy throughout the day.
2019-11-22,Mostly Cloudy,rain,22.2,0.81,12.8,319,11.2,1009.21,Mostly cloudy throughout the day.
2019-11-23,Mostly Cloudy,rain,23.5,0.71,16.2,318,11.4,1009.38,Mostly cloudy throughout the day.
2019-11-24,Mostly Cloudy,rain,23.8,,14.3,301,11.3,1009.41,Mostly cloudy throughout the day.
2019-11-25,Partly Cloudy,rain,25.0,0.62,12.7,318,11.3,1009.02,Mostly cloudy throughout the day.
2019-11-26,Partly Cloudy,rain,25.9,0.58,10.7,295,11.4,1009,Mostly cloudy throughout the day.
